iso_year,iso_week,friday_close_utc,sunday_open_utc,friday_close_px,sunday_open_px,gap_log_return_pct
2021,20,2021-05-21T20:00:00+00:00,2021-05-24T00:00:00+00:00,37211.02,35221.25,-5.4955
2021,21,2021-05-28T20:00:00+00:00,2021-05-31T00:00:00+00:00,35670.99,34498.65,-3.3418
2021,22,2021-06-04T20:00:00+00:00,2021-06-07T00:00:00+00:00,36828.03,36400.37,-1.168
2021,23,2021-06-11T20:00:00+00:00,2021-06-14T00:00:00+00:00,37300.42,38978.0,4.3993
2021,24,2021-06-18T20:00:00+00:00,2021-06-21T00:00:00+00:00,35811.41,34652.45,-3.2898
2021,25,2021-06-25T20:00:00+00:00,2021-06-28T00:00:00+00:00,31568.07,34390.66,8.5639
2021,26,2021-07-02T20:00:00+00:00,2021-07-05T00:00:00+00:00,33760.94,34345.63,1.717
2021,27,2021-07-09T20:00:00+00:00,2021-07-12T00:00:00+00:00,33805.01,34429.44,1.8303
2021,28,2021-07-16T20:00:00+00:00,2021-07-19T00:00:00+00:00,31382.95,31525.72,0.4539
2021,29,2021-07-23T20:00:00+00:00,2021-07-26T00:00:00+00:00,33634.46,38276.54,12.9286
2021,30,2021-07-30T20:00:00+00:00,2021-08-02T00:00:00+00:00,42203.25,39782.41,-5.9072
2021,31,2021-08-06T20:00:00+00:00,2021-08-09T00:00:00+00:00,42825.43,43486.16,1.5311
2021,32,2021-08-13T20:00:00+00:00,2021-08-16T00:00:00+00:00,47792.52,47391.88,-0.8418
2021,33,2021-08-20T20:00:00+00:00,2021-08-23T00:00:00+00:00,49332.74,50306.81,1.9552
2021,34,2021-08-27T20:00:00+00:00,2021-08-30T00:00:00+00:00,49083.98,47989.05,-2.256
2021,35,2021-09-03T20:00:00+00:00,2021-09-06T00:00:00+00:00,50027.08,51618.29,3.1312
2021,36,2021-09-10T20:00:00+00:00,2021-09-13T00:00:00+00:00,44860.83,44626.0,-0.5248
2021,37,2021-09-17T20:00:00+00:00,2021-09-20T00:00:00+00:00,47303.11,45552.92,-3.7701
2021,38,2021-09-24T20:00:00+00:00,2021-09-27T00:00:00+00:00,42798.49,44028.89,2.8343
2021,39,2021-10-01T20:00:00+00:00,2021-10-04T00:00:00+00:00,48123.94,47457.68,-1.3941
2021,40,2021-10-08T20:00:00+00:00,2021-10-11T00:00:00+00:00,53975.0,56538.24,4.6396
2021,41,2021-10-15T20:00:00+00:00,2021-10-18T00:00:00+00:00,61702.33,62175.01,0.7631
2021,42,2021-10-22T20:00:00+00:00,2021-10-25T00:00:00+00:00,60734.27,62129.81,2.2718
2021,43,2021-10-29T20:00:00+00:00,2021-11-01T00:00:00+00:00,62308.22,59934.99,-3.8833
2021,44,2021-11-05T20:00:00+00:00,2021-11-08T00:00:00+00:00,61006.0,65274.99,6.7637
2021,45,2021-11-12T20:00:00+00:00,2021-11-15T00:00:00+00:00,64156.08,65760.2,2.4696
2021,46,2021-11-19T20:00:00+00:00,2021-11-22T00:00:00+00:00,58069.51,57433.77,-1.1008
2021,47,2021-11-26T20:00:00+00:00,2021-11-29T00:00:00+00:00,53755.65,57407.25,6.5722
2021,48,2021-12-03T20:00:00+00:00,2021-12-06T00:00:00+00:00,53612.0,49001.78,-8.9916
2021,49,2021-12-10T20:00:00+00:00,2021-12-13T00:00:00+00:00,47136.35,48852.97,3.5771
2021,50,2021-12-17T20:00:00+00:00,2021-12-20T00:00:00+00:00,46125.33,46676.54,1.1879
2021,51,2021-12-24T20:00:00+00:00,2021-12-27T00:00:00+00:00,50808.55,51007.02,0.3899
2021,52,2021-12-31T20:00:00+00:00,2022-01-03T00:00:00+00:00,46210.56,46802.86,1.2736
2022,1,2022-01-07T20:00:00+00:00,2022-01-10T00:00:00+00:00,41553.86,41946.05,0.9394
2022,2,2022-01-14T20:00:00+00:00,2022-01-17T00:00:00+00:00,43042.4,42635.91,-0.9489
2022,3,2022-01-21T20:00:00+00:00,2022-01-24T00:00:00+00:00,36425.98,35315.02,-3.0974
2022,4,2022-01-28T20:00:00+00:00,2022-01-31T00:00:00+00:00,37696.21,36998.67,-1.8678
2022,5,2022-02-04T20:00:00+00:00,2022-02-07T00:00:00+00:00,41550.0,42784.68,2.9283
2022,6,2022-02-11T20:00:00+00:00,2022-02-14T00:00:00+00:00,42366.0,41892.95,-1.1229
2022,7,2022-02-18T20:00:00+00:00,2022-02-21T00:00:00+00:00,39966.8,38900.1,-2.7052
2022,8,2022-02-25T20:00:00+00:00,2022-02-28T00:00:00+00:00,39205.4,37771.7,-3.7254
2022,9,2022-03-04T20:00:00+00:00,2022-03-07T00:00:00+00:00,39127.7,37848.8,-3.3231
2022,10,2022-03-11T20:00:00+00:00,2022-03-14T00:00:00+00:00,38713.0,38121.8,-1.5389
2022,11,2022-03-18T20:00:00+00:00,2022-03-21T00:00:00+00:00,41751.5,40811.3,-2.2776
2022,12,2022-03-25T20:00:00+00:00,2022-03-28T00:00:00+00:00,44290.6,47042.8,6.0285
2022,13,2022-04-01T20:00:00+00:00,2022-04-04T00:00:00+00:00,46266.2,45990.2,-0.5983
2022,14,2022-04-08T20:00:00+00:00,2022-04-11T00:00:00+00:00,42229.2,42105.1,-0.2943
2022,15,2022-04-15T20:00:00+00:00,2022-04-18T00:00:00+00:00,40529.5,39788.4,-1.8455
2022,16,2022-04-22T20:00:00+00:00,2022-04-25T00:00:00+00:00,39674.2,39226.2,-1.1356
2022,17,2022-04-29T20:00:00+00:00,2022-05-02T00:00:00+00:00,38572.2,38653.7,0.2111
2022,18,2022-05-06T20:00:00+00:00,2022-05-09T00:00:00+00:00,35995.3,33567.0,-6.9845
2022,19,2022-05-13T20:00:00+00:00,2022-05-16T00:00:00+00:00,29274.3,30315.0,3.4933
2022,20,2022-05-20T20:00:00+00:00,2022-05-23T00:00:00+00:00,29188.9,30165.3,3.2904
2022,21,2022-05-27T20:00:00+00:00,2022-05-30T00:00:00+00:00,28623.2,30345.6,5.8434
2022,22,2022-06-03T20:00:00+00:00,2022-06-06T00:00:00+00:00,29682.8,31235.0,5.0972
2022,23,2022-06-10T20:00:00+00:00,2022-06-13T00:00:00+00:00,29077.7,25500.0,-13.1293
2022,24,2022-06-17T20:00:00+00:00,2022-06-20T00:00:00+00:00,20457.3,19966.7,-2.4274
2022,25,2022-06-24T20:00:00+00:00,2022-06-27T00:00:00+00:00,21231.2,21160.9,-0.3317
2022,26,2022-07-01T20:00:00+00:00,2022-07-04T00:00:00+00:00,19272.0,19094.0,-0.9279
2022,27,2022-07-08T20:00:00+00:00,2022-07-11T00:00:00+00:00,21587.9,20540.0,-4.9759
2022,28,2022-07-15T20:00:00+00:00,2022-07-18T00:00:00+00:00,20823.1,21274.0,2.1423
2022,29,2022-07-22T20:00:00+00:00,2022-07-25T00:00:00+00:00,22675.1,21858.0,-3.67
2022,30,2022-07-29T20:00:00+00:00,2022-08-01T00:00:00+00:00,23771.1,23366.3,-1.7176
2022,31,2022-08-05T20:00:00+00:00,2022-08-08T00:00:00+00:00,23298.1,23294.5,-0.0155
2022,32,2022-08-12T20:00:00+00:00,2022-08-15T00:00:00+00:00,24387.5,24856.1,1.9032
2022,33,2022-08-19T20:00:00+00:00,2022-08-22T00:00:00+00:00,20824.9,21406.5,2.7545
2022,34,2022-08-26T20:00:00+00:00,2022-08-29T00:00:00+00:00,20228.7,19854.6,-1.8667
2022,35,2022-09-02T20:00:00+00:00,2022-09-05T00:00:00+00:00,19941.0,19871.9,-0.3471
2022,36,2022-09-09T20:00:00+00:00,2022-09-12T00:00:00+00:00,21352.0,21649.2,1.3823
2022,37,2022-09-16T20:00:00+00:00,2022-09-19T00:00:00+00:00,19792.5,18766.2,-5.3246
2022,38,2022-09-23T20:00:00+00:00,2022-09-26T00:00:00+00:00,19280.7,18862.7,-2.1918
2022,39,2022-09-30T20:00:00+00:00,2022-10-03T00:00:00+00:00,19411.7,19159.4,-1.3083
2022,40,2022-10-07T20:00:00+00:00,2022-10-10T00:00:00+00:00,19520.9,19441.2,-0.4091
2022,41,2022-10-14T20:00:00+00:00,2022-10-17T00:00:00+00:00,19164.6,19178.4,0.072
2022,42,2022-10-21T20:00:00+00:00,2022-10-24T00:00:00+00:00,19150.9,19384.0,1.2098
2022,43,2022-10-28T20:00:00+00:00,2022-10-31T00:00:00+00:00,20582.8,20507.9,-0.3646
2022,44,2022-11-04T20:00:00+00:00,2022-11-07T00:00:00+00:00,21137.6,20907.6,-1.0941
2022,45,2022-11-11T20:00:00+00:00,2022-11-14T00:00:00+00:00,17058.3,16130.0,-5.5956
2022,46,2022-11-18T20:00:00+00:00,2022-11-21T00:00:00+00:00,16689.7,16067.2,-3.8012
2022,47,2022-11-25T20:00:00+00:00,2022-11-28T00:00:00+00:00,16516.1,16168.9,-2.1246
2022,48,2022-12-02T20:00:00+00:00,2022-12-05T00:00:00+00:00,17083.0,17190.1,0.625
2022,49,2022-12-09T20:00:00+00:00,2022-12-12T00:00:00+00:00,17122.0,16909.0,-1.2518
2022,50,2022-12-16T20:00:00+00:00,2022-12-19T00:00:00+00:00,16624.1,16673.6,0.2973
2022,51,2022-12-23T20:00:00+00:00,2022-12-26T00:00:00+00:00,16776.4,16887.1,0.6577
2022,52,2022-12-30T20:00:00+00:00,2023-01-02T00:00:00+00:00,16601.2,16654.6,0.3211
2023,1,2023-01-06T20:00:00+00:00,2023-01-09T00:00:00+00:00,16943.8,17188.1,1.4315
2023,2,2023-01-13T20:00:00+00:00,2023-01-16T00:00:00+00:00,19924.2,21084.3,5.6594
2023,3,2023-01-20T20:00:00+00:00,2023-01-23T00:00:00+00:00,22661.1,22657.6,-0.0154
2023,4,2023-01-27T20:00:00+00:00,2023-01-30T00:00:00+00:00,23068.0,23700.8,2.7062
2023,5,2023-02-03T20:00:00+00:00,2023-02-06T00:00:00+00:00,23424.7,22891.9,-2.3008
2023,6,2023-02-10T20:00:00+00:00,2023-02-13T00:00:00+00:00,21618.6,21800.9,0.8397
2023,7,2023-02-17T20:00:00+00:00,2023-02-20T00:00:00+00:00,24581.5,24414.9,-0.6801
2023,8,2023-02-24T20:00:00+00:00,2023-02-27T00:00:00+00:00,23175.6,23541.0,1.5644
2023,9,2023-03-03T20:00:00+00:00,2023-03-06T00:00:00+00:00,22342.8,22378.0,0.1574
2023,10,2023-03-10T20:00:00+00:00,2023-03-13T00:00:00+00:00,20140.3,22221.7,9.8347
2023,11,2023-03-17T20:00:00+00:00,2023-03-20T00:00:00+00:00,27384.0,27264.3,-0.4381
2023,12,2023-03-24T20:00:00+00:00,2023-03-27T00:00:00+00:00,27438.9,27878.4,1.589
2023,13,2023-03-31T20:00:00+00:00,2023-04-03T00:00:00+00:00,28454.9,27738.1,-2.5513
2023,14,2023-04-07T20:00:00+00:00,2023-04-10T00:00:00+00:00,27890.7,28269.8,1.3501
2023,15,2023-04-14T20:00:00+00:00,2023-04-17T00:00:00+00:00,30453.1,29966.5,-1.6108
2023,16,2023-04-21T20:00:00+00:00,2023-04-24T00:00:00+00:00,27252.5,27780.0,1.9171
2023,17,2023-04-28T20:00:00+00:00,2023-05-01T00:00:00+00:00,29300.0,28545.6,-2.6085
2023,18,2023-05-05T20:00:00+00:00,2023-05-08T00:00:00+00:00,29491.5,28188.0,-4.5206
2023,19,2023-05-12T20:00:00+00:00,2023-05-15T00:00:00+00:00,26785.1,27216.3,1.597
2023,20,2023-05-19T20:00:00+00:00,2023-05-22T00:00:00+00:00,26870.1,26637.7,-0.8687
2023,21,2023-05-26T20:00:00+00:00,2023-05-29T00:00:00+00:00,26689.9,27947.9,4.6057
2023,22,2023-06-02T20:00:00+00:00,2023-06-05T00:00:00+00:00,27227.8,26835.9,-1.4498
2023,23,2023-06-09T20:00:00+00:00,2023-06-12T00:00:00+00:00,26468.1,25779.6,-2.6357
2023,24,2023-06-16T20:00:00+00:00,2023-06-19T00:00:00+00:00,26336.0,26393.5,0.2181
2023,25,2023-06-23T20:00:00+00:00,2023-06-26T00:00:00+00:00,30673.4,30285.0,-1.2743
2023,26,2023-06-30T20:00:00+00:00,2023-07-03T00:00:00+00:00,30460.2,30747.9,0.9401
2023,27,2023-07-07T20:00:00+00:00,2023-07-10T00:00:00+00:00,30327.9,30144.9,-0.6052
2023,28,2023-07-14T20:00:00+00:00,2023-07-17T00:00:00+00:00,30293.3,30295.9,0.0086
2023,29,2023-07-21T20:00:00+00:00,2023-07-24T00:00:00+00:00,29891.4,29705.6,-0.6235
2023,30,2023-07-28T20:00:00+00:00,2023-07-31T00:00:00+00:00,29299.9,29411.8,0.3812
2023,31,2023-08-04T20:00:00+00:00,2023-08-07T00:00:00+00:00,29101.1,29148.9,0.1641
2023,32,2023-08-11T20:00:00+00:00,2023-08-14T00:00:00+00:00,29415.5,29390.0,-0.0867
2023,33,2023-08-18T20:00:00+00:00,2023-08-21T00:00:00+00:00,26042.1,26076.7,0.1328
2023,34,2023-08-25T20:00:00+00:00,2023-08-28T00:00:00+00:00,26051.7,26002.0,-0.191
2023,35,2023-09-01T20:00:00+00:00,2023-09-04T00:00:00+00:00,25795.6,25974.1,0.6896
2023,36,2023-09-08T20:00:00+00:00,2023-09-11T00:00:00+00:00,25899.8,25727.4,-0.6679
2023,37,2023-09-15T20:00:00+00:00,2023-09-18T00:00:00+00:00,26591.1,26646.2,0.207
2023,38,2023-09-22T20:00:00+00:00,2023-09-25T00:00:00+00:00,26566.7,26148.6,-1.5863
2023,39,2023-09-29T20:00:00+00:00,2023-10-02T00:00:00+00:00,26890.9,28114.8,4.4508
2023,40,2023-10-06T20:00:00+00:00,2023-10-09T00:00:00+00:00,27916.3,27911.9,-0.0158
2023,41,2023-10-13T20:00:00+00:00,2023-10-16T00:00:00+00:00,26849.8,27221.4,1.3745
2023,42,2023-10-20T20:00:00+00:00,2023-10-23T00:00:00+00:00,29653.0,30724.0,3.5481
2023,43,2023-10-27T20:00:00+00:00,2023-10-30T00:00:00+00:00,33893.1,34276.5,1.1249
2023,44,2023-11-03T20:00:00+00:00,2023-11-06T00:00:00+00:00,34700.4,34992.9,0.8394
2023,45,2023-11-10T20:00:00+00:00,2023-11-13T00:00:00+00:00,37330.4,36941.3,-1.0478
2023,46,2023-11-17T20:00:00+00:00,2023-11-20T00:00:00+00:00,36621.9,37131.9,1.383
2023,47,2023-11-24T20:00:00+00:00,2023-11-27T00:00:00+00:00,37706.3,37295.8,-1.0946
2023,48,2023-12-01T20:00:00+00:00,2023-12-04T00:00:00+00:00,38660.0,40720.7,5.1931
2023,49,2023-12-08T20:00:00+00:00,2023-12-11T00:00:00+00:00,44209.5,42312.8,-4.385
2023,50,2023-12-15T20:00:00+00:00,2023-12-18T00:00:00+00:00,41968.0,41107.0,-2.0729
2023,51,2023-12-22T20:00:00+00:00,2023-12-25T00:00:00+00:00,43999.2,43182.5,-1.8736
2023,52,2023-12-29T20:00:00+00:00,2024-01-01T00:00:00+00:00,42095.1,42369.8,0.6504
2024,1,2024-01-05T20:00:00+00:00,2024-01-08T00:00:00+00:00,44145.4,43501.9,-1.4684
2024,2,2024-01-12T20:00:00+00:00,2024-01-15T00:00:00+00:00,42788.9,42571.8,-0.5087
2024,3,2024-01-19T20:00:00+00:00,2024-01-22T00:00:00+00:00,41662.2,41199.6,-1.1166
2024,4,2024-01-26T20:00:00+00:00,2024-01-29T00:00:00+00:00,41806.4,42306.4,1.1889
2024,5,2024-02-02T20:00:00+00:00,2024-02-05T00:00:00+00:00,43182.0,42708.0,-1.1037
2024,6,2024-02-09T20:00:00+00:00,2024-02-12T00:00:00+00:00,47116.1,48138.6,2.147
2024,7,2024-02-16T20:00:00+00:00,2024-02-19T00:00:00+00:00,52148.6,52104.0,-0.0856
2024,8,2024-02-23T20:00:00+00:00,2024-02-26T00:00:00+00:00,50771.9,51596.1,1.6103
2024,9,2024-03-01T20:00:00+00:00,2024-03-04T00:00:00+00:00,62430.6,63523.9,1.7361
2024,10,2024-03-08T20:00:00+00:00,2024-03-11T00:00:00+00:00,68180.2,68657.4,0.6975
2024,11,2024-03-15T20:00:00+00:00,2024-03-18T00:00:00+00:00,69552.2,68038.1,-2.201
2024,12,2024-03-22T20:00:00+00:00,2024-03-25T00:00:00+00:00,63826.0,67407.8,5.46
2024,13,2024-03-29T20:00:00+00:00,2024-04-01T00:00:00+00:00,69903.6,70650.1,1.0622
2024,14,2024-04-05T20:00:00+00:00,2024-04-08T00:00:00+00:00,67825.7,69484.9,2.4168
2024,15,2024-04-12T20:00:00+00:00,2024-04-15T00:00:00+00:00,67136.4,65107.9,-3.068
2024,16,2024-04-19T20:00:00+00:00,2024-04-22T00:00:00+00:00,63787.4,65677.6,2.9202
2024,17,2024-04-26T20:00:00+00:00,2024-04-29T00:00:00+00:00,63748.8,62259.9,-2.3633
2024,18,2024-05-03T20:00:00+00:00,2024-05-06T00:00:00+00:00,62853.7,63830.1,1.5415
2024,19,2024-05-10T20:00:00+00:00,2024-05-13T00:00:00+00:00,60778.1,61130.0,0.5773
2024,20,2024-05-17T20:00:00+00:00,2024-05-20T00:00:00+00:00,66980.0,66643.1,-0.5043
2024,21,2024-05-24T20:00:00+00:00,2024-05-27T00:00:00+00:00,68584.1,68900.6,0.4604
2024,22,2024-05-31T20:00:00+00:00,2024-06-03T00:00:00+00:00,67577.9,68435.9,1.2617
2024,23,2024-06-07T20:00:00+00:00,2024-06-10T00:00:00+00:00,69377.0,69637.3,0.3745
2024,24,2024-06-14T20:00:00+00:00,2024-06-17T00:00:00+00:00,66039.7,66200.0,0.2424
2024,25,2024-06-21T20:00:00+00:00,2024-06-24T00:00:00+00:00,64124.0,62840.1,-2.0225
2024,26,2024-06-28T20:00:00+00:00,2024-07-01T00:00:00+00:00,60429.8,63416.4,4.824
2024,27,2024-07-05T20:00:00+00:00,2024-07-08T00:00:00+00:00,56604.9,55136.6,-2.6282
2024,28,2024-07-12T20:00:00+00:00,2024-07-15T00:00:00+00:00,57870.0,62617.3,7.8842
2024,29,2024-07-19T20:00:00+00:00,2024-07-22T00:00:00+00:00,66627.9,67847.3,1.8136
2024,30,2024-07-26T20:00:00+00:00,2024-07-29T00:00:00+00:00,67882.5,69323.1,2.1
2024,31,2024-08-02T20:00:00+00:00,2024-08-05T00:00:00+00:00,61483.7,53864.1,-13.2308
2024,32,2024-08-09T20:00:00+00:00,2024-08-12T00:00:00+00:00,60808.6,58488.6,-3.8899
2024,33,2024-08-16T20:00:00+00:00,2024-08-19T00:00:00+00:00,58854.9,58696.6,-0.2693
2024,34,2024-08-23T20:00:00+00:00,2024-08-26T00:00:00+00:00,64019.9,64089.5,0.1087
2024,35,2024-08-30T20:00:00+00:00,2024-09-02T00:00:00+00:00,59096.3,57708.7,-2.376
2024,36,2024-09-06T20:00:00+00:00,2024-09-09T00:00:00+00:00,53927.7,55084.9,2.1231
2024,37,2024-09-13T20:00:00+00:00,2024-09-16T00:00:00+00:00,60456.2,58546.5,-3.2098
2024,38,2024-09-20T20:00:00+00:00,2024-09-23T00:00:00+00:00,63175.7,64320.1,1.7952
2024,39,2024-09-27T20:00:00+00:00,2024-09-30T00:00:00+00:00,65749.6,64539.9,-1.857
2024,40,2024-10-04T20:00:00+00:00,2024-10-07T00:00:00+00:00,62054.4,63494.6,2.2943
2024,41,2024-10-11T20:00:00+00:00,2024-10-14T00:00:00+00:00,62509.0,64281.6,2.7963
2024,42,2024-10-18T20:00:00+00:00,2024-10-21T00:00:00+00:00,68407.8,68938.0,0.7721
2024,43,2024-10-25T20:00:00+00:00,2024-10-28T00:00:00+00:00,66662.8,67698.1,1.5411
2024,44,2024-11-01T20:00:00+00:00,2024-11-04T00:00:00+00:00,69495.5,69034.0,-0.6663
2024,45,2024-11-08T20:00:00+00:00,2024-11-11T00:00:00+00:00,76482.2,81662.4,6.5536
2024,46,2024-11-15T20:00:00+00:00,2024-11-18T00:00:00+00:00,91074.6,90728.6,-0.3806
