file,sha256,lines
prem_ETHUSDT_4h_2024-12.csv,6bb9eb58fae3acc3c85813b6809a6d46e42206dafc60617de0dfe114fb1d7226,187
prem_ETHUSDT_4h_2025-01.csv,f855990ef681f9e780179962ef217256d9bf5e0c58d6522fbe65ba153c0807ee,187
prem_ETHUSDT_4h_2025-02.csv,89768de49dcb6899a14d30c62766179fa0c9946177b5fd3e56f06eba294e3472,169
prem_ETHUSDT_4h_2025-03.csv,56e30c4ec0cf1054d5f920c95c567294a3f4f1692c44d25d275d066c657736d7,187
prem_ETHUSDT_4h_2025-04.csv,2aeff60f1c97e9bb47aa810b7aaeff9eb8f54b4ad0eb145e441d76a928607b11,181
prem_ETHUSDT_4h_2025-05.csv,187106453102f5c28fde124c8bf36ade649b8bbfbde4b5bfffd680c84a8b57ca,187
prem_ETHUSDT_4h_2025-06.csv,a972cdb96205e589d7ea09089687221bfefbcc6c9cef0df5382569a81f661408,181
prem_ETHUSDT_4h_2025-07.csv,373debb26b50a4fac7646d1e865e65b963ef8601cbf7bc59a3d2d76bd8cf7628,187
prem_ETHUSDT_4h_2025-08.csv,e10b13985d6237f0eaecc27cdc9f1b195e59333f56b9970fc8190a8c3bbeb8a9,187
prem_ETHUSDT_4h_2025-09.csv,2afc319f40388334b20ca9d1bfd5235ad10fe2f4eb3bb647dd6ee68c7a4a7679,181
prem_ETHUSDT_4h_2025-10.csv,60274dfa5a6e0ead1c21284ab999092f93dfd8cf76932e2307182ee1a18f3710,187
prem_ETHUSDT_4h_2025-11.csv,003d2878080cb5da63bff8ee27d0fdf6c17ff15f4823760a3a6f99a96296bbdf,181
prem_ETHUSDT_4h_2025-12.csv,07461609e484558391abb56e99b4f2f4ec49ad7b86984b291ecf485254deaaba,187
prem_ETHUSDT_4h_2026-01.csv,fefeb5845ae8cae3350f56771ee9ab6fbd1b4c99189af9af1d96644eece33d2b,187
prem_ETHUSDT_4h_2026-02.csv,bbb69e3313918116fb9591fccb09acf652eed1915b78a52e65cb830c91f03f24,169
